Median_colony_size,mean_cover,BlackMarble_2016_3km_geo.3,ID,value
16.0,1.497125631,14,1010256,2.0
16.0,1.497125631,15,1010257,2.0
16.0,2.315046218,17,1010258,5.0
16.0,2.315046218,13,1010259,6.0
16.0,1.497125631,15,1010260,2.0
16.0,1.497125631,15,1010261,2.0
16.0,2.315046218,12,1010262,3.0
16.0,2.315046218,123,1010263,8.0
16.0,1.535950855,9,1010264,5.0
16.0,1.535950855,15,1010265,2.0
16.0,2.315046218,14,1010266,3.0
16.0,2.315046218,22,1010267,7.0
16.0,1.535950855,22,1010268,4.0
16.0,1.535950855,15,1010269,2.0
16.0,2.315046218,14,1010270,3.0
16.0,2.315046218,12,1010271,4.0
16.0,1.535950855,17,1010272,3.0
16.0,5.772958352,15,1010273,6.0
16.0,2.315046218,14,1010274,3.0
16.0,2.315046218,20,1010275,6.0
16.0,5.772958352,23,1010276,11.0
16.0,5.772958352,14,1010277,6.0
16.0,2.315046218,14,1010278,3.0
16.0,2.315046218,18,1010279,4.0
16.0,5.772958352,46,1010280,14.0
16.0,5.772958352,12,1010281,7.0
16.0,2.315046218,13,1010282,3.0
16.0,2.315046218,15,1010283,6.0
16.0,5.772958352,25,1010284,10.0
16.0,5.772958352,12,1010285,10.0
16.0,5.772958352,14,1010286,6.0
16.0,2.315046218,13,1010287,3.0
16.0,2.315046218,17,1010288,3.0
16.0,5.772958352,12,1010289,8.0
16.0,5.772958352,24,1010290,10.0
16.0,5.772958352,14,1010291,7.0
16.0,5.772958352,14,1010292,7.0
16.0,2.315046218,14,1010293,3.0
16.0,2.315046218,18,1010294,3.0
16.0,5.772958352,98,1010295,13.0
16.0,5.772958352,15,1010296,8.0
16.0,5.772958352,14,1010297,8.0
16.0,2.315046218,15,1010298,2.0
16.0,2.315046218,94,1010299,8.0
16.0,3.858432,33,1010300,16.0
16.0,5.772958352,15,1010301,10.0
16.0,3.858432,13,1010302,11.0
16.0,3.858432,61,1010303,18.0
16.0,3.858432,12,1010304,12.0
16.0,3.858432,15,1010305,7.0
16.0,3.858432,13,1010306,8.0
16.0,3.858432,14,1010307,7.0
16.0,4.164909571,15,1010308,8.0
16.0,4.164909571,15,1010309,10.0
16.0,4.164909571,13,1010310,12.0
16.0,4.164909571,15,1010311,8.0
16.0,4.164909571,15,1010312,9.0
16.0,4.164909571,19,1010313,13.0
16.0,4.164909571,12,1010314,13.0
16.0,4.164909571,14,1010315,8.0
16.0,4.164909571,15,1010316,8.0
16.0,4.164909571,19,1010317,12.0
16.0,2.054340248,24,1010318,8.0
16.0,2.054340248,15,1010319,6.0
16.0,7.526790785,15,1010320,8.0
16.0,7.526790785,21,1010321,12.0
16.0,2.054340248,20,1010322,7.0
16.0,2.054340248,15,1010323,6.0
16.0,8.935135934,14,1010324,8.0
16.0,8.935135934,15,1010325,8.0
16.0,7.526790785,15,1010326,8.0
16.0,7.526790785,16,1010327,12.0
16.0,2.054340248,14,1010328,6.0
16.0,2.054340248,15,1010329,6.0
16.0,8.935135934,15,1010330,8.0
16.0,8.935135934,14,1010331,9.0
16.0,8.935135934,13,1010332,12.0
16.0,11.110958158,14,1010333,10.0
16.0,11.110958158,15,1010334,9.0
16.0,7.526790785,15,1010335,7.0
16.0,7.526790785,13,1010336,13.0
16.0,2.054340248,13,1010337,6.0
16.0,2.054340248,15,1010338,6.0
16.0,8.935135934,15,1010339,8.0
16.0,8.935135934,14,1010340,8.0
16.0,8.935135934,12,1010341,9.0
16.0,11.110958158,15,1010342,10.0
16.0,7.526790785,15,1010343,7.0
16.0,7.526790785,53,1010344,19.0
16.0,2.054340248,14,1010345,6.0
16.0,2.054340248,15,1010346,6.0
16.0,8.935135934,15,1010347,8.0
16.0,8.935135934,17,1010348,9.0
16.0,11.110958158,14,1010349,9.0
16.0,7.526790785,14,1010350,7.0
16.0,2.054340248,18,1010351,7.0
16.0,2.054340248,15,1010352,6.0
16.0,8.935135934,15,1010353,8.0
16.0,8.935135934,29,1010354,10.0
16.0,11.110958158,14,1010355,9.0
16.0,7.526790785,10,1010356,10.0
16.0,1.214233407,14,1010357,3.0
16.0,1.214233407,14,1010358,2.0
16.0,8.935135934,14,1010359,8.0
16.0,8.935135934,16,1010360,9.0
16.0,11.110958158,11,1010361,13.0
16.0,11.110958158,14,1010362,9.0
16.0,7.526790785,14,1010363,12.0
16.0,1.214233407,14,1010364,7.0
16.0,1.214233407,15,1010365,2.0
16.0,8.935135934,15,1010366,8.0
16.0,8.935135934,15,1010367,8.0
16.0,11.110958158,11,1010368,18.0
16.0,11.110958158,15,1010369,9.0
16.0,7.526790785,14,1010370,7.0
16.0,7.526790785,13,1010371,12.0
16.0,1.214233407,15,1010372,6.0
16.0,1.214233407,15,1010373,2.0
16.0,3.415349981,15,1010374,7.0
16.0,8.935135934,15,1010375,8.0
16.0,8.935135934,11,1010376,9.0
16.0,8.935135934,12,1010377,9.0
16.0,8.935135934,14,1010378,9.0
16.0,7.601582841,15,1010379,10.0
16.0,7.601582841,14,1010380,10.0
16.0,7.526790785,14,1010381,8.0
16.0,7.526790785,21,1010382,13.0
16.0,1.214233407,13,1010383,3.0
16.0,1.214233407,15,1010384,2.0
16.0,3.415349981,15,1010385,7.0
16.0,3.415349981,14,1010386,11.0
16.0,3.415349981,15,1010387,7.0
16.0,8.935135934,15,1010388,8.0
16.0,7.601582841,15,1010389,10.0
16.0,7.601582841,15,1010390,13.0
16.0,7.601582841,6,1010391,13.0
16.0,7.601582841,16,1010392,10.0
16.0,7.601582841,15,1010393,10.0
16.0,7.526790785,13,1010394,8.0
16.0,1.214233407,13,1010395,6.0
16.0,1.214233407,15,1010396,2.0
16.0,3.415349981,15,1010397,7.0
16.0,3.415349981,13,1010398,7.0
16.0,10.708502956,12,1010399,12.0
16.0,10.708502956,14,1010400,10.0
16.0,10.919905212,15,1010401,10.0
16.0,7.601582841,14,1010402,13.0
16.0,7.601582841,61,1010403,20.0
16.0,7.601582841,11,1010404,13.0
16.0,7.601582841,15,1010405,10.0
16.0,7.526790785,13,1010406,7.0
16.0,1.214233407,15,1010407,2.0
16.0,3.415349981,15,1010408,7.0
16.0,3.415349981,14,1010409,8.0
16.0,10.708502956,20,1010410,18.0
16.0,10.708502956,15,1010411,9.0
16.0,10.919905212,15,1010412,10.0
16.0,10.919905212,12,1010413,10.0
16.0,1.820228422,20,1010414,9.0
16.0,1.820228422,15,1010415,6.0
16.0,7.526790785,15,1010416,7.0
16.0,3.415349981,14,1010417,7.0
16.0,3.415349981,14,1010418,7.0
16.0,10.708502956,11,1010419,11.0
16.0,10.708502956,15,1010420,10.0
16.0,10.919905212,14,1010421,10.0
16.0,10.919905212,23,1010422,21.0
16.0,1.820228422,17,1010423,7.0
16.0,1.820228422,15,1010424,6.0
16.0,3.415349981,14,1010425,7.0
16.0,3.415349981,15,1010426,7.0
16.0,10.708502956,12,1010427,10.0
16.0,10.708502956,15,1010428,10.0
16.0,6.5579637050493,14,1010429,7.0
16.0,10.919905212,13,1010430,10.0
16.0,10.919905212,46,1010431,29.0
16.0,1.820228422,18,1010432,10.0
16.0,1.820228422,14,1010433,6.0
16.0,3.415349981,15,1010434,7.0
16.0,10.919905212,15,1010435,10.0
16.0,10.919905212,15,1010436,10.0
16.0,10.919905212,13,1010437,10.0
16.0,10.919905212,74,1010438,28.0
16.0,10.919905212,57,1010439,29.0
16.0,16.662010776,17,1010440,13.0
16.0,1.820228422,13,1010441,7.0
16.0,9.394221455,14,1010442,9.0
16.0,10.919905212,16,1010443,18.0
16.0,16.662010776,29,1010444,17.0
16.0,16.662010776,14,1010445,8.0
16.0,9.394221455,15,1010446,8.0
16.0,9.394221455,19,1010447,12.0
16.0,16.662010776,34,1010448,22.0
16.0,16.662010776,15,1010449,8.0
16.0,9.394221455,14,1010450,8.0
16.0,9.394221455,21,1010451,13.0
16.0,0.717690199,13,1010452,6.0
16.0,0.717690199,15,1010453,3.0
16.0,9.394221455,15,1010454,8.0
16.0,9.394221455,15,1010455,9.0
16.0,0.717690199,13,1010456,6.0
16.0,0.717690199,15,1010457,3.0
16.0,9.394221455,15,1010458,8.0
16.0,9.394221455,13,1010459,9.0
16.0,0.717690199,19,1010460,8.0
16.0,0.717690199,14,1010461,3.0
16.0,9.394221455,15,1010462,8.0
16.0,9.394221455,15,1010463,9.0
16.0,0.717690199,16,1010464,8.0
16.0,0.717690199,15,1010465,3.0
16.0,13.316236138,15,1010466,5.0
16.0,13.316236138,15,1010467,6.0
16.0,13.316236138,15,1010468,5.0
16.0,9.394221455,14,1010469,8.0
16.0,9.394221455,20,1010470,10.0
16.0,0.717690199,15,1010471,6.0
16.0,0.717690199,15,1010472,3.0
16.0,13.316236138,15,1010473,4.0
16.0,13.316236138,14,1010474,4.0
16.0,13.316236138,20,1010475,8.0
16.0,13.316236138,13,1010476,6.0
16.0,13.316236138,15,1010477,5.0
16.0,9.394221455,15,1010478,8.0
16.0,9.394221455,14,1010479,10.0
16.0,0.717690199,26,1010480,9.0
16.0,0.717690199,14,1010481,6.0
16.0,13.316236138,15,1010482,6.0
16.0,13.316236138,15,1010483,4.0
16.0,13.316236138,6,1010484,6.0
16.0,13.316236138,17,1010485,7.0
16.0,13.316236138,15,1010486,5.0
16.0,9.394221455,14,1010487,9.0
16.0,9.394221455,18,1010488,14.0
16.0,0.717690199,14,1010489,6.0
16.0,0.717690199,15,1010490,3.0
16.0,13.316236138,15,1010491,6.0
16.0,13.316236138,15,1010492,6.0
16.0,13.316236138,15,1010493,6.0
16.0,13.316236138,14,1010494,6.0
16.0,13.316236138,15,1010495,6.0
16.0,13.316236138,15,1010496,6.0
16.0,13.316236138,15,1010497,6.0
16.0,13.316236138,15,1010498,6.0
16.0,13.316236138,14,1010499,7.0
16.0,13.316236138,14,1010500,4.0
16.0,13.316236138,20,1010501,7.0
16.0,13.316236138,15,1010502,5.0
16.0,13.316236138,14,1010503,4.0
16.0,13.316236138,15,1010504,4.0
16.0,13.316236138,14,1010505,5.0
16.0,13.316236138,15,1010506,5.0
16.0,9.394221455,14,1010507,9.0
16.0,0.519056116,22,1010508,9.0
16.0,0.519056116,15,1010509,7.0
16.0,0.717690199,14,1010510,4.0
16.0,13.316236138,15,1010511,6.0
16.0,13.316236138,13,1010512,4.0
16.0,13.316236138,12,1010513,6.0
16.0,13.316236138,13,1010514,6.0
16.0,13.316236138,14,1010515,6.0
16.0,13.316236138,15,1010516,6.0
16.0,13.316236138,14,1010517,6.0
16.0,13.316236138,15,1010518,7.0
16.0,13.316236138,14,1010519,7.0
16.0,13.316236138,17,1010520,9.0
16.0,13.316236138,11,1010521,8.0
16.0,13.316236138,13,1010522,6.0
16.0,13.316236138,14,1010523,5.0
16.0,13.316236138,14,1010524,4.0
16.0,13.316236138,15,1010525,5.0
16.0,13.316236138,15,1010526,6.0
16.0,13.316236138,12,1010527,6.0
16.0,13.316236138,13,1010528,6.0
16.0,2.55854195,15,1010529,6.0
16.0,0.519056116,14,1010530,6.0
16.0,0.519056116,14,1010531,6.0
16.0,13.316236138,15,1010532,4.0
16.0,13.316236138,16,1010533,7.0
16.0,13.316236138,12,1010534,6.0
16.0,13.316236138,15,1010535,5.0
16.0,13.316236138,10,1010536,6.0
16.0,2.55854195,12,1010537,7.0
16.0,2.55854195,15,1010538,6.0
16.0,13.316236138,14,1010539,4.0
16.0,13.316236138,14,1010540,5.0
16.0,2.55854195,15,1010541,8.0
16.0,2.55854195,15,1010542,6.0
16.0,13.316236138,15,1010543,4.0
16.0,13.316236138,13,1010544,5.0
16.0,2.55854195,13,1010545,7.0
16.0,2.55854195,15,1010546,6.0
16.0,13.316236138,15,1010547,3.0
16.0,13.316236138,13,1010548,3.0
16.0,2.55854195,15,1010549,10.0
16.0,2.55854195,15,1010550,7.0
16.0,13.316236138,14,1010551,3.0
16.0,13.316236138,31,1010552,9.0
16.0,2.55854195,17,1010553,12.0
16.0,2.55854195,15,1010554,7.0
16.0,13.316236138,15,1010555,4.0
16.0,8.981580143,11,1010556,8.0
16.0,2.55854195,14,1010557,8.0
16.0,2.55854195,14,1010558,7.0
16.0,8.981580143,15,1010559,6.0
16.0,8.981580143,13,1010560,6.0
16.0,2.55854195,16,1010561,11.0
16.0,2.55854195,15,1010562,7.0
16.0,8.981580143,15,1010563,7.0
16.0,8.981580143,12,1010564,7.0
16.0,8.981580143,15,1010565,7.0
16.0,2.55854195,20,1010566,10.0
16.0,2.55854195,14,1010567,8.0
16.0,8.981580143,15,1010568,7.0
16.0,8.981580143,15,1010569,7.0
16.0,8.981580143,20,1010570,9.0
16.0,2.55854195,16,1010571,9.0
16.0,2.55854195,15,1010572,7.0
16.0,8.981580143,14,1010573,7.0
16.0,8.981580143,20,1010574,10.0
16.0,2.55854195,12,1010575,7.0
16.0,2.55854195,14,1010576,7.0
16.0,8.981580143,15,1010577,6.0
16.0,8.981580143,13,1010578,7.0
16.0,2.55854195,20,1010579,8.0
16.0,2.55854195,15,1010580,7.0
16.0,8.981580143,15,1010581,6.0
16.0,8.981580143,11,1010582,9.0
16.0,2.55854195,21,1010583,11.0
16.0,2.55854195,14,1010584,7.0
16.0,8.981580143,15,1010585,6.0
16.0,8.981580143,15,1010586,6.0
16.0,2.55854195,21,1010587,11.0
16.0,2.55854195,15,1010588,6.0
16.0,8.981580143,15,1010589,6.0
16.0,8.981580143,14,1010590,6.0
16.0,2.55854195,15,1010591,10.0
16.0,2.55854195,13,1010592,7.0
16.0,8.981580143,15,1010593,6.0
16.0,8.981580143,15,1010594,6.0
16.0,2.55854195,13,1010595,7.0
16.0,2.55854195,15,1010596,6.0
16.0,8.981580143,15,1010597,6.0
16.0,8.981580143,15,1010598,10.0
16.0,2.55854195,13,1010599,7.0
16.0,2.55854195,15,1010600,6.0
16.0,8.981580143,15,1010601,6.0
16.0,8.981580143,13,1010602,6.0
16.0,2.304043974,146,1010603,12.0
16.0,2.304043974,19,1010604,10.0
16.0,2.304043974,22,1010605,9.0
16.0,2.304043974,13,1010606,9.0
16.0,2.55854195,15,1010607,6.0
16.0,8.981580143,15,1010608,6.0
16.0,8.981580143,15,1010609,10.0
16.0,2.304043974,50,1010610,13.0
16.0,2.304043974,14,1010611,8.0
16.0,2.304043974,15,1010612,7.0
16.0,2.304043974,15,1010613,6.0
16.0,8.981580143,14,1010614,6.0
16.0,2.304043974,14,1010615,5.0
16.0,2.304043974,15,1010616,8.0
16.0,2.304043974,15,1010617,6.0
16.0,2.304043974,13,1010618,7.0
16.0,2.304043974,13,1010619,6.0
16.0,2.304043974,15,1010620,6.0
16.0,2.304043974,15,1010621,6.0
16.0,2.304043974,16,1010622,8.0
16.0,2.304043974,14,1010623,8.0
16.0,2.304043974,15,1010624,6.0
16.0,2.304043974,15,1010625,6.0
16.0,2.304043974,16,1010626,8.0
16.0,2.304043974,16,1010627,7.0
16.0,2.304043974,15,1010628,6.0
16.0,2.304043974,14,1010629,6.0
16.0,2.304043974,14,1010630,6.0
13.0,7.982547811,16,1020001,0.0
13.0,7.982547811,10,1020002,0.0
13.0,7.982547811,12,1020003,0.0
13.0,7.982547811,17,1020004,0.0
13.0,7.982547811,38,1020005,0.0
13.0,7.982547811,14,1020006,0.0
13.0,2.259942973,8,1020007,0.0
13.0,7.982547811,56,1020008,0.0
13.0,2.259942973,14,1020009,0.0
13.0,7.982547811,105,1020010,4.0
13.0,7.982547811,20,1020011,0.0
13.0,2.259942973,16,1020012,0.0
13.0,2.259942973,6,1020013,0.0
13.0,2.259942973,27,1020014,1.0
13.0,2.259942973,33,1020015,3.0
13.0,7.982547811,251,1020016,12.0
13.0,7.982547811,6,1020017,0.0
13.0,7.982547811,14,1020018,0.0
13.0,2.259942973,15,1020019,0.0
13.0,2.259942973,95,1020020,0.0
13.0,2.259942973,207,1020021,1.0
13.0,2.96669186865248,89,1020022,3.0
13.0,7.982547811,17,1020023,0.0
13.0,7.982547811,13,1020024,0.0
13.0,7.982547811,14,1020025,0.0
13.0,2.259942973,16,1020026,0.0
13.0,2.259942973,47,1020027,0.0
13.0,2.259942973,41,1020028,2.0
13.0,2.259942973,14,1020029,0.0
14.5,0.215770319,15,1020030,0.0
14.5,0.215770319,15,1020031,0.0
13.0,2.259942973,15,1020032,0.0
13.0,2.259942973,83,1020033,0.0
13.0,2.96669186865248,123,1020034,0.0
13.0,2.259942973,19,1020035,0.0
13.0,2.259942973,13,1020036,0.0
14.5,0.215770319,15,1020037,0.0
14.5,0.215770319,14,1020038,0.0
13.0,2.259942973,15,1020039,0.0
13.0,2.259942973,12,1020040,0.0
13.0,2.259942973,16,1020041,0.0
13.0,2.598100087,15,1020042,0.0
13.0,2.598100087,36,1020043,0.0
13.0,2.598100087,5,1020044,0.0
13.0,2.598100087,14,1020045,0.0
13.0,2.598100087,19,1020046,0.0
13.0,2.598100087,16,1020047,0.0
14.5,1.582347497,15,1020048,0.0
14.5,1.582347497,15,1020049,0.0
14.5,1.582347497,15,1020050,0.0
13.0,2.598100087,16,1020051,0.0
13.0,2.598100087,43,1020052,0.0
13.0,2.598100087,14,1020053,0.0
14.5,1.582347497,15,1020054,0.0
14.5,1.582347497,15,1020055,0.0
